
06_12_2019_13_38_41,20.00 C,68.00 F,101.02 kPa,21.3 C,48.3 %,47,8,75.20795414407849
06_12_2019_13_38_42,20.00 C,68.00 F,101.02 kPa,21.2 C,48.3 %,47,8,75.20795414407849
06_12_2019_13_38_43,20.00 C,68.00 F,101.02 kPa,21.2 C,48.3 %,47,8,75.20795414407849
06_12_2019_13_41_36,20.00 C,68.00 F,101.02 kPa,21.5 C,49.6 %,47,8,75.20795414407849
06_12_2019_13_41_37,20.00 C,68.00 F,101.02 kPa,21.5 C,49.6 %,47,8,75.20795414407849
06_12_2019_13_41_38,20.00 C,68.00 F,101.02 kPa,21.5 C,49.5 %,47,8,75.20795414407849
06_12_2019_13_42_15,20.00 C,68.00 F,101.02 kPa,21.6 C,49.2 %,47,8,75.20795414407849
06_12_2019_13_42_16,20.00 C,68.00 F,101.02 kPa,21.5 C,49.2 %,47,8,75.20795414407849
06_12_2019_13_42_17,20.00 C,68.00 F,101.02 kPa,21.6 C,49.2 %,47,8,75.20795414407849
06_12_2019_13_42_49,20.00 C,68.00 F,101.02 kPa,21.6 C,48.5 %,47,8,75.20795414407849
06_12_2019_13_42_50,20.00 C,68.00 F,101.02 kPa,21.6 C,48.5 %,47,8,75.20795414407849
06_12_2019_13_42_51,20.00 C,68.00 F,101.02 kPa,21.6 C,48.5 %,47,8,75.20795414407849
06_12_2019_13_44_28,20.00 C,68.00 F,101.02 kPa,21.7 C,48.4 %,47,8,75.20795414407849
06_12_2019_13_44_29,20.00 C,68.00 F,101.02 kPa,21.7 C,48.5 %,47,8,75.20795414407849
06_12_2019_13_44_30,20.00 C,68.00 F,101.02 kPa,21.7 C,48.4 %,47,8,75.20795414407849
06_12_2019_13_45_53,20.00 C,68.00 F,101.02 kPa,21.8 C,48.2 %,47,8,75.20795414407849
06_12_2019_13_45_54,20.00 C,68.00 F,101.02 kPa,21.8 C,48.2 %,47,8,75.20795414407849
06_12_2019_13_45_55,20.00 C,68.00 F,101.02 kPa,21.8 C,48.2 %,47,8,75.20795414407849
06_12_2019_13_46_08,20.00 C,68.00 F,101.02 kPa,21.8 C,48.4 %,47,8,75.20795414407849
06_12_2019_13_46_10,20.00 C,68.00 F,101.02 kPa,21.8 C,48.4 %,47,8,75.20795414407849
06_12_2019_13_46_11,20.00 C,68.00 F,101.02 kPa,21.8 C,48.4 %,47,8,75.20795414407849
06_12_2019_13_46_28,20.00 C,68.00 F,101.02 kPa,21.8 C,48.6 %,47,8,75.20795414407849
06_12_2019_13_46_29,20.00 C,68.00 F,101.02 kPa,21.8 C,48.6 %,47,8,75.20795414407849
06_12_2019_13_46_30,20.00 C,68.00 F,101.02 kPa,21.8 C,48.6 %,47,8,75.20795414407849
06_12_2019_13_46_42,20.00 C,68.00 F,101.02 kPa,21.9 C,48.6 %,47,8,75.20795414407849
06_12_2019_13_46_43,20.00 C,68.00 F,101.02 kPa,21.9 C,48.6 %,47,8,75.20795414407849
06_12_2019_13_46_45,20.00 C,68.00 F,101.02 kPa,21.9 C,48.6 %,47,8,75.20795414407849
06_12_2019_13_46_58,20.00 C,68.00 F,101.02 kPa,21.9 C,48.6 %,47,8,75.20795414407849
06_12_2019_13_46_59,20.00 C,68.00 F,101.02 kPa,21.9 C,48.6 %,47,8,75.20795414407849
06_12_2019_13_47_00,20.00 C,68.00 F,101.02 kPa,21.9 C,48.6 %,47,8,75.20795414407849
06_12_2019_13_48_28,20.00 C,68.00 F,101.02 kPa,21.9 C,48.6 %,47,8,75.20795414407849
06_12_2019_13_48_29,20.00 C,68.00 F,101.02 kPa,21.9 C,48.5 %,47,8,75.20795414407849
06_12_2019_13_48_30,20.00 C,68.00 F,101.02 kPa,22.0 C,48.5 %,47,8,75.20795414407849
06_12_2019_13_49_25,20.00 C,68.00 F,101.02 kPa,22.0 C,47.7 %,47,8,75.20795414407849
06_12_2019_13_49_26,20.00 C,68.00 F,101.02 kPa,22.0 C,47.7 %,47,8,75.20795414407849
06_12_2019_13_49_27,20.00 C,68.00 F,101.02 kPa,22.0 C,47.6 %,47,8,75.20795414407849
